ST,PUMA,GEOID,SEX,RACE,EDUCATION,AGEG,alzheimer_prob,PWGTP
23,200,2300200,Female,Other,18,65-69,1.833980414,10
23,800,2300800,Male,Other,12,75-79,9.154741059,22
23,800,2300800,Female,Other,12,65-69,3.564379297,18
23,500,2300500,Female,Other,16,70-74,4.008883577,28
23,100,2300100,Male,Other,14,75-79,7.430859588,2
23,100,2300100,Female,Other,11,80-84,20.03398855,3
23,300,2300300,Male,Other,16,85+,23.45593817,7
23,700,2300700,Female,Other,18,75-79,5.446609089,38
23,400,2300400,Male,Other,12,75-79,9.154741059,22
23,400,2300400,Female,Other,12,75-79,10.23037239,25
23,900,2300900,Female,Other,12,65-69,3.564379297,8
23,200,2300200,Male,Other,16,75-79,6.010117428,5
23,200,2300200,Female,Other,14,70-74,4.981624362,5
23,500,2300500,Female,Other,16,70-74,4.008883577,5
23,200,2300200,Female,Other,12,85+,35.32267164,21
23,1000,2301000,Female,Other,14,65-69,2.860048137,21
23,1000,2301000,Male,Other,16,65-69,2.031756168,21
23,100,2300100,Female,Other,14,75-79,8.322500058,7
23,700,2300700,Male,Other,18,65-69,1.625171798,99
23,100,2300100,Male,Other,12,65-69,3.164907227,4
23,200,2300200,Male,Other,8,65-69,4.898440068,6
23,300,2300300,Male,Other,11,75-79,10.14540892,6
23,500,2300500,Male,Other,18,70-74,2.857667742,11
23,300,2300300,Male,Other,18,75-79,4.846791248,14
23,700,2300700,Male,Other,12,80-84,16.50827556,38
23,700,2300700,Female,Other,9,75-79,13.81498015,49
23,300,2300300,Male,Other,16,70-74,3.561434185,119
23,500,2300500,Male,Other,14,70-74,4.43061433,12
23,500,2300500,Male,Other,12,70-74,5.499823433,3
23,500,2300500,Female,Other,14,75-79,8.322500058,3
23,500,2300500,Female,Other,12,85+,35.32267164,6
23,600,2300600,Male,Other,14,70-74,4.43061433,15
23,600,2300600,Female,Other,14,75-79,8.322500058,19
23,500,2300500,Female,Other,12,85+,35.32267164,2
23,500,2300500,Male,Other,14,80-84,13.60709407,6
23,500,2300500,Female,Other,14,80-84,15.11879158,6
23,800,2300800,Male,Other,24,70-74,1.465143537,30
23,800,2300800,Female,Other,16,70-74,4.008883577,27
23,100,2300100,Male,Other,18,65-69,1.625171798,11
23,600,2300600,Male,Other,10,65-69,3.941268584,15
23,200,2300200,Male,Other,12,65-69,3.164907227,4
23,200,2300200,Female,Other,16,65-69,2.291587488,3
23,400,2300400,Male,Other,12,85+,32.56588642,11
23,400,2300400,Female,Other,12,80-84,18.27410738,13
23,500,2300500,Female,Other,12,75-79,10.23037239,6
23,500,2300500,Male,Other,12,80-84,16.50827556,4
23,100,2300100,Male,Other,12,65-69,3.164907227,18
23,500,2300500,Female,Other,18,70-74,3.219649661,7
23,300,2300300,Male,Other,14,70-74,4.43061433,7
23,500,2300500,Male,Other,16,70-74,3.561434185,6
23,500,2300500,Female,Other,14,70-74,4.981624362,7
23,500,2300500,Female,Other,16,85+,25.73585981,27
23,800,2300800,Female,Other,12,80-84,18.27410738,24
23,1000,2301000,Male,Other,19,65-69,1.453025048,16
23,1000,2301000,Female,Other,24,65-69,0.935489012,16
23,100,2300100,Male,Other,14,65-69,2.537435845,14
23,600,2300600,Female,Other,14,70-74,4.981624362,12
23,600,2300600,Male,Other,14,70-74,4.43061433,12
23,100,2300100,Male,Other,12,75-79,9.154741059,8
23,100,2300100,Female,Other,12,75-79,10.23037239,8
23,200,2300200,Male,Other,12,75-79,9.154741059,6
23,200,2300200,Female,Other,12,70-74,6.175212911,8
23,500,2300500,Male,Other,14,65-69,2.537435845,6
23,500,2300500,Female,Other,14,65-69,2.860048137,5
23,500,2300500,Male,Other,14,70-74,4.43061433,23
23,500,2300500,Female,Other,14,70-74,4.981624362,33
23,600,2300600,Male,Other,16,80-84,11.14769391,10
23,600,2300600,Female,Other,12,75-79,10.23037239,10
23,800,2300800,Male,Other,16,65-69,2.031756168,17
23,800,2300800,Female,Other,14,65-69,2.860048137,15
23,500,2300500,Male,Other,14,65-69,2.537435845,12
23,300,2300300,Female,Other,12,65-69,3.564379297,25
23,100,2300100,Male,Other,12,75-79,9.154741059,5
23,100,2300100,Female,Other,12,65-69,3.564379297,7
23,100,2300100,Male,Other,16,65-69,2.031756168,5
23,100,2300100,Female,Other,12,70-74,6.175212911,5
23,500,2300500,Male,Other,12,85+,32.56588642,7
23,500,2300500,Female,Other,14,80-84,15.11879158,8
23,400,2300400,Male,Other,8,85+,43.21637368,8
23,500,2300500,Female,Other,16,70-74,4.008883577,20
23,600,2300600,Male,Other,12,65-69,3.164907227,12
23,600,2300600,Female,Other,12,65-69,3.564379297,13
23,300,2300300,Female,Other,14,70-74,4.981624362,32
23,300,2300300,Male,Other,18,70-74,2.857667742,12
23,300,2300300,Female,Other,14,70-74,4.981624362,14
23,200,2300200,Male,Other,12,85+,32.56588642,18
23,200,2300200,Male,Other,14,85+,27.78173331,5
23,200,2300200,Female,Other,14,85+,30.31559491,8
23,900,2300900,Male,Other,18,85+,19.6207019,14
23,900,2300900,Female,Other,14,85+,30.31559491,18
23,900,2300900,Female,Other,12,70-74,6.175212911,114
23,400,2300400,Female,Other,14,70-74,4.981624362,18
23,400,2300400,Male,Other,14,70-74,4.43061433,17
23,300,2300300,Female,Other,14,80-84,15.11879158,2
23,300,2300300,Male,Hispanic,18,75-79,8.097510655,8
23,500,2300500,Female,Other,12,65-69,3.564379297,7
23,800,2300800,Male,Other,14,70-74,4.43061433,11
23,800,2300800,Female,Other,14,75-79,8.322500058,10
23,800,2300800,Male,Other,14,75-79,7.430859588,31
23,800,2300800,Female,Other,12,80-84,18.27410738,28
23,300,2300300,Male,Hispanic,14,65-69,4.309429282,29
23,300,2300300,Female,Other,14,65-69,2.860048137,14
23,400,2300400,Male,Other,18,65-69,1.625171798,19
23,400,2300400,Female,Other,18,65-69,1.833980414,19
23,1000,2301000,Female,Other,12,75-79,10.23037239,35
23,300,2300300,Female,Other,12,65-69,3.564379297,4
23,300,2300300,Male,Other,12,65-69,3.164907227,5
23,900,2300900,Female,Other,14,65-69,2.860048137,36
23,900,2300900,Male,Other,14,80-84,13.60709407,46
23,100,2300100,Male,Other,12,80-84,16.50827556,8
23,800,2300800,Female,Other,12,80-84,18.27410738,7
23,800,2300800,Male,Other,12,70-74,5.499823433,15
23,800,2300800,Female,Other,14,65-69,2.860048137,13
23,500,2300500,Female,Other,12,80-84,18.27410738,4
23,800,2300800,Female,Other,14,70-74,4.981624362,14
23,500,2300500,Male,Other,18,70-74,2.857667742,32
23,500,2300500,Female,Other,14,65-69,2.860048137,29
23,500,2300500,Male,Other,14,70-74,4.43061433,18
23,500,2300500,Female,Other,14,70-74,4.981624362,17
23,100,2300100,Male,Other,12,70-74,5.499823433,4
23,800,2300800,Male,Other,11,65-69,3.532598484,6
23,600,2300600,Female,Other,14,75-79,8.322500058,28
23,600,2300600,Male,Other,12,85+,32.56588642,28
23,500,2300500,Male,Other,11,75-79,10.14540892,9
23,500,2300500,Female,Other,12,70-74,6.175212911,6
23,500,2300500,Male,Other,16,70-74,3.561434185,40
23,500,2300500,Female,Other,19,70-74,2.883558081,37
23,400,2300400,Female,Other,14,65-69,2.860048137,39
23,200,2300200,Male,Other,12,70-74,5.499823433,25
23,200,2300200,Female,Other,12,65-69,3.564379297,24
23,1000,2301000,Male,Other,12,65-69,3.164907227,20
23,1000,2301000,Female,Other,12,65-69,3.564379297,19
23,100,2300100,Female,Other,16,65-69,2.291587488,4
23,100,2300100,Male,Other,16,65-69,2.031756168,3
23,500,2300500,Female,Other,12,65-69,3.564379297,35
23,500,2300500,Male,Other,14,70-74,4.43061433,31
23,500,2300500,Male,Other,12,85+,32.56588642,44
23,300,2300300,Male,Other,12,75-79,9.154741059,5
23,300,2300300,Female,Other,12,75-79,10.23037239,5
23,200,2300200,Male,Other,12,65-69,3.164907227,10
23,200,2300200,Female,Other,12,70-74,6.175212911,9
23,700,2300700,Male,Other,14,65-69,2.537435845,32
23,100,2300100,Male,Other,16,65-69,2.031756168,11
23,800,2300800,Male,Other,11,80-84,18.13583657,7
23,800,2300800,Female,Other,12,75-79,10.23037239,6
23,500,2300500,Male,Other,24,80-84,4.808721198,6
23,500,2300500,Female,Other,14,75-79,8.322500058,5
23,100,2300100,Male,Other,6,80-84,28.11832228,6
23,100,2300100,Female,Other,12,75-79,10.23037239,4
23,600,2300600,Male,Other,12,65-69,3.164907227,4
23,500,2300500,Female,Other,16,65-69,2.291587488,4
23,500,2300500,Male,Other,16,70-74,3.561434185,4
23,800,2300800,Male,Other,16,70-74,3.561434185,7
23,900,2300900,Male,Other,12,75-79,9.154741059,30
23,200,2300200,Female,Other,12,65-69,3.564379297,22
23,700,2300700,Female,Other,14,85+,30.31559491,75
23,400,2300400,Male,Other,18,75-79,4.846791248,12
23,400,2300400,Female,Other,18,75-79,5.446609089,14
23,100,2300100,Male,Other,12,65-69,3.164907227,10
23,400,2300400,Female,Other,14,75-79,8.322500058,25
23,400,2300400,Male,Other,12,75-79,9.154741059,18
23,100,2300100,Female,Other,12,70-74,6.175212911,8
23,100,2300100,Male,Other,14,70-74,4.43061433,7
23,200,2300200,Female,Other,10,75-79,12.51590092,18
23,500,2300500,Female,Other,12,65-69,3.564379297,6
23,200,2300200,Female,Other,12,70-74,6.175212911,27
23,100,2300100,Male,Other,14,65-69,2.537435845,4
23,100,2300100,Female,Other,12,65-69,3.564379297,4
23,400,2300400,Male,Other,12,80-84,16.50827556,23
23,400,2300400,Female,Other,16,80-84,12.42545854,26
23,900,2300900,Male,Other,14,65-69,2.537435845,24
23,900,2300900,Female,Other,14,65-69,2.860048137,24
23,1000,2301000,Male,Other,16,65-69,2.031756168,17
23,200,2300200,Male,Other,12,70-74,5.499823433,4
23,200,2300200,Female,Other,12,65-69,3.564379297,4
23,300,2300300,Male,Other,14,65-69,2.537435845,8
23,500,2300500,Male,Other,12,65-69,3.164907227,16
23,500,2300500,Female,Other,8,65-69,5.504279998,19
23,500,2300500,Female,Other,10,85+,40.67403494,11
23,600,2300600,Female,Other,10,80-84,21.91790068,14
23,500,2300500,Male,Other,14,70-74,4.43061433,14
23,500,2300500,Female,Other,12,65-69,3.564379297,11
23,300,2300300,Male,Other,14,65-69,2.537435845,9
23,100,2300100,Female,Other,16,65-69,2.291587488,3
23,400,2300400,Female,Other,18,65-69,1.833980414,18
23,400,2300400,Male,Other,16,65-69,2.031756168,18
23,700,2300700,Female,Other,16,65-69,2.291587488,29
23,500,2300500,Female,Other,16,70-74,4.008883577,19
23,800,2300800,Male,Other,12,85+,32.56588642,28
23,800,2300800,Female,Other,12,85+,35.32267164,25
23,200,2300200,Female,Other,10,65-69,4.434245158,7
23,200,2300200,Male,Other,11,65-69,3.532598484,7
23,100,2300100,Male,Other,18,75-79,4.846791248,7
23,100,2300100,Female,Other,14,70-74,4.981624362,6
23,400,2300400,Male,Other,12,80-84,16.50827556,12
23,400,2300400,Female,Other,14,70-74,4.981624362,17
23,200,2300200,Male,Other,14,65-69,2.537435845,6
23,300,2300300,Female,Other,14,75-79,8.322500058,8
23,300,2300300,Male,Other,12,75-79,9.154741059,8
23,100,2300100,Male,Other,14,65-69,2.537435845,18
23,700,2300700,Male,Other,14,70-74,4.43061433,9
23,700,2300700,Female,Other,12,70-74,6.175212911,9
23,400,2300400,Male,Other,16,65-69,2.031756168,29
23,400,2300400,Female,Other,12,65-69,3.564379297,31
23,200,2300200,Male,Other,19,75-79,4.348477979,5
23,200,2300200,Female,Other,19,65-69,1.640084305,7
23,400,2300400,Male,Other,19,85+,17.88900407,12
23,400,2300400,Female,Other,19,80-84,9.163061105,14
23,200,2300200,Male,Other,8,65-69,4.898440068,4
23,800,2300800,Male,Other,16,70-74,3.561434185,7
23,200,2300200,Male,Other,12,80-84,16.50827556,5
23,200,2300200,Female,Other,12,70-74,6.175212911,6
23,300,2300300,Female,Other,16,65-69,2.291587488,48
23,300,2300300,Female,Other,12,70-74,6.175212911,32
23,500,2300500,Female,Other,18,85+,21.63319607,5
23,200,2300200,Male,Other,24,70-74,1.465143537,5
23,100,2300100,Male,Other,12,85+,32.56588642,8
23,100,2300100,Female,Other,12,80-84,18.27410738,10
23,900,2300900,Male,Other,18,65-69,1.625171798,17
23,100,2300100,Female,Other,14,65-69,2.860048137,13
23,500,2300500,Female,Other,18,70-74,3.219649661,8
23,500,2300500,Male,Other,16,65-69,2.031756168,10
23,100,2300100,Female,Other,12,75-79,10.23037239,5
23,100,2300100,Male,Other,14,70-74,4.43061433,5
23,100,2300100,Female,Other,12,70-74,6.175212911,5
23,900,2300900,Male,Other,12,65-69,3.164907227,38
23,500,2300500,Male,Other,14,65-69,2.537435845,26
23,500,2300500,Female,Other,16,65-69,2.291587488,22
23,300,2300300,Male,Other,18,65-69,1.625171798,40
23,300,2300300,Female,Other,18,65-69,1.833980414,45
23,900,2300900,Female,Other,14,65-69,2.860048137,17
23,300,2300300,Male,Other,12,70-74,5.499823433,6
23,300,2300300,Female,Other,12,70-74,6.175212911,7
23,500,2300500,Male,Other,16,70-74,3.561434185,6
23,500,2300500,Female,Other,16,65-69,2.291587488,5
23,800,2300800,Male,Other,8,70-74,8.401315793,6
23,800,2300800,Female,Other,9,70-74,8.473050535,6
23,1000,2301000,Male,Other,12,75-79,9.154741059,12
23,500,2300500,Male,Other,12,80-84,16.50827556,4
23,500,2300500,Female,Other,12,70-74,6.175212911,7
23,500,2300500,Male,Other,11,65-69,3.532598484,16
23,300,2300300,Female,Other,12,80-84,18.27410738,2
23,200,2300200,Male,Other,14,70-74,4.43061433,4
23,200,2300200,Female,Other,12,70-74,6.175212911,3
23,200,2300200,Male,Other,11,80-84,18.13583657,3
23,200,2300200,Female,Other,12,75-79,10.23037239,2
23,800,2300800,Male,Other,14,75-79,7.430859588,5
23,800,2300800,Female,Other,12,70-74,6.175212911,6
23,500,2300500,Female,Other,14,70-74,4.981624362,6
23,500,2300500,Male,Other,12,70-74,5.499823433,8
23,100,2300100,Male,Other,12,75-79,9.154741059,5
23,100,2300100,Female,Other,12,70-74,6.175212911,6
23,1000,2301000,Male,Other,16,65-69,2.031756168,9
23,1000,2301000,Female,Other,16,65-69,2.291587488,9
23,500,2300500,Female,Other,14,65-69,2.860048137,5
23,500,2300500,Male,Other,18,65-69,1.625171798,5
23,800,2300800,Female,Other,0,70-74,20.48399804,29
23,800,2300800,Female,Other,12,80-84,18.27410738,28
23,500,2300500,Female,Other,16,65-69,2.291587488,16
23,500,2300500,Male,Other,12,65-69,3.164907227,15
23,600,2300600,Female,Other,12,70-74,6.175212911,14
23,500,2300500,Male,Other,14,65-69,2.537435845,6
23,800,2300800,Female,Other,10,70-74,7.63181334,15
23,100,2300100,Male,Other,12,80-84,16.50827556,3
23,100,2300100,Female,Other,12,75-79,10.23037239,4
23,300,2300300,Male,Other,12,65-69,3.164907227,24
23,300,2300300,Female,Other,12,70-74,6.175212911,27
23,200,2300200,Male,Other,12,70-74,5.499823433,2
23,200,2300200,Female,Other,12,70-74,6.175212911,2
23,100,2300100,Male,Other,12,80-84,16.50827556,3
23,100,2300100,Female,Other,12,75-79,10.23037239,3
23,200,2300200,Female,Other,14,65-69,2.860048137,17
23,200,2300200,Male,Other,12,65-69,3.164907227,21
23,200,2300200,Female,Other,12,65-69,3.564379297,22
23,300,2300300,Male,Other,16,65-69,2.031756168,19
23,300,2300300,Female,Other,18,65-69,1.833980414,21
23,100,2300100,Female,Other,12,80-84,18.27410738,13
23,400,2300400,Male,Other,12,70-74,5.499823433,37
23,700,2300700,Male,Other,16,65-69,2.031756168,28
23,300,2300300,Male,Other,12,70-74,5.499823433,3
23,300,2300300,Female,Other,12,65-69,3.564379297,4
23,300,2300300,Female,Other,16,70-74,4.008883577,4
23,100,2300100,Female,Other,14,70-74,4.981624362,5
23,200,2300200,Female,Other,12,85+,35.32267164,13
23,600,2300600,Male,Other,12,70-74,5.499823433,10
23,900,2300900,Male,Other,12,85+,32.56588642,26
23,900,2300900,Female,Other,12,85+,35.32267164,34
23,500,2300500,Male,Other,14,70-74,4.43061433,5
23,300,2300300,Male,Other,11,85+,35.11082269,6
23,300,2300300,Female,Other,12,70-74,6.175212911,8
23,300,2300300,Male,Other,12,70-74,5.499823433,26
23,300,2300300,Female,Other,12,70-74,6.175212911,28
23,300,2300300,Female,Other,12,75-79,10.23037239,16
23,300,2300300,Male,Other,10,85+,37.74332445,17
23,500,2300500,Female,Other,14,70-74,4.981624362,12
23,500,2300500,Male,Other,14,70-74,4.43061433,17
23,1000,2301000,Male,Other,16,65-69,2.031756168,18
23,300,2300300,Male,Other,12,75-79,9.154741059,31
23,200,2300200,Female,Other,12,65-69,3.564379297,8
23,400,2300400,Male,Other,14,65-69,2.537435845,10
23,200,2300200,Female,Other,18,85+,21.63319607,24
23,700,2300700,Male,Other,18,70-74,2.857667742,36
23,700,2300700,Female,Other,18,70-74,3.219649661,32
23,900,2300900,Female,Other,16,75-79,6.743700149,3
23,900,2300900,Male,Other,16,80-84,11.14769391,3
23,700,2300700,Female,Other,18,80-84,10.15452867,35
23,200,2300200,Female,Other,12,65-69,3.564379297,5
23,200,2300200,Male,Other,12,65-69,3.164907227,5
23,200,2300200,Female,Other,14,70-74,4.981624362,44
23,100,2300100,Male,Other,19,70-74,2.55836372,7
23,300,2300300,Female,Other,16,65-69,2.291587488,24
23,100,2300100,Female,Other,14,70-74,4.981624362,9
23,800,2300800,Male,Other,14,65-69,2.537435845,16
23,800,2300800,Female,Other,12,65-69,3.564379297,15
23,300,2300300,Male,Other,10,65-69,3.941268584,4
23,400,2300400,Female,Other,14,75-79,8.322500058,12
23,200,2300200,Female,Other,14,65-69,2.860048137,23
23,200,2300200,Male,Other,14,70-74,4.43061433,28
23,200,2300200,Male,Other,18,70-74,2.857667742,8
23,200,2300200,Male,Other,14,65-69,2.537435845,8
23,300,2300300,Female,Other,11,70-74,6.867830308,6
23,700,2300700,Male,Other,18,65-69,1.625171798,5
23,200,2300200,Male,Other,14,70-74,4.43061433,23
23,200,2300200,Female,Other,14,75-79,8.322500058,18
23,100,2300100,Male,Other,18,75-79,4.846791248,5
23,100,2300100,Female,Other,16,70-74,4.008883577,7
23,100,2300100,Male,Other,10,65-69,3.941268584,3
23,400,2300400,Female,Other,18,70-74,3.219649661,65
23,400,2300400,Male,Other,8,75-79,13.70479135,50
23,100,2300100,Male,Other,12,70-74,5.499823433,17
23,100,2300100,Female,Other,12,75-79,10.23037239,4
23,100,2300100,Male,Other,8,80-84,23.75735887,12
23,800,2300800,Male,Other,18,70-74,2.857667742,16
23,800,2300800,Female,Other,14,70-74,4.981624362,15
23,400,2300400,Male,Other,10,75-79,11.23002835,27
23,500,2300500,Female,Other,18,75-79,5.446609089,4
23,500,2300500,Male,Other,18,75-79,4.846791248,4
23,1000,2301000,Female,Other,14,75-79,8.322500058,18
23,1000,2301000,Male,Other,19,65-69,1.453025048,17
23,800,2300800,Male,Other,14,65-69,2.537435845,26
23,300,2300300,Female,Other,14,70-74,4.981624362,47
23,100,2300100,Male,Other,18,70-74,2.857667742,3
23,100,2300100,Female,Other,18,65-69,1.833980414,3
23,100,2300100,Male,Other,12,75-79,9.154741059,3
23,100,2300100,Female,Other,14,75-79,8.322500058,3
23,500,2300500,Female,Other,18,65-69,1.833980414,6
23,500,2300500,Male,Other,12,65-69,3.164907227,7
23,700,2300700,Female,Other,12,65-69,3.564379297,6
23,700,2300700,Male,Other,16,75-79,6.010117428,9
23,700,2300700,Female,Other,14,70-74,4.981624362,9
23,500,2300500,Female,Other,24,85+,12.2447207,13
23,300,2300300,Female,Other,19,65-69,1.640084305,45
23,300,2300300,Male,Other,12,65-69,3.164907227,41
23,500,2300500,Female,Other,14,65-69,2.860048137,41
23,300,2300300,Male,Other,16,65-69,2.031756168,17
23,300,2300300,Male,Other,12,70-74,5.499823433,26
23,200,2300200,Female,Other,18,70-74,3.219649661,16
23,500,2300500,Male,Other,18,75-79,4.846791248,6
23,500,2300500,Female,Other,16,65-69,2.291587488,5
23,100,2300100,Male,Other,14,70-74,4.43061433,20
23,500,2300500,Male,Other,14,65-69,2.537435845,5
23,300,2300300,Male,Other,19,75-79,4.348477979,28
23,500,2300500,Male,Other,19,85+,17.88900407,5
23,500,2300500,Female,Other,19,70-74,2.883558081,8
23,700,2300700,Male,Other,14,65-69,2.537435845,20
23,800,2300800,Female,Other,14,75-79,8.322500058,26
23,100,2300100,Male,Other,14,75-79,7.430859588,5
23,100,2300100,Female,Other,12,75-79,10.23037239,5
23,100,2300100,Female,Other,11,75-79,11.32293042,5
23,200,2300200,Female,Other,16,65-69,2.291587488,8
23,200,2300200,Male,Other,16,65-69,2.031756168,9
23,500,2300500,Female,Other,12,65-69,3.564379297,11
23,300,2300300,Female,Other,12,80-84,18.27410738,34
23,800,2300800,Female,Other,12,65-69,3.564379297,20
23,800,2300800,Male,Other,11,65-69,3.532598484,21
23,200,2300200,Male,Other,12,65-69,3.164907227,7
23,500,2300500,Male,Other,16,70-74,3.561434185,20
23,500,2300500,Female,Other,18,65-69,1.833980414,20
23,200,2300200,Female,Other,12,65-69,3.564379297,3
23,100,2300100,Female,Other,16,70-74,4.008883577,7
23,800,2300800,Female,Other,12,75-79,10.23037239,6
23,800,2300800,Male,Other,12,70-74,5.499823433,6
23,700,2300700,Male,Other,12,65-69,3.164907227,8
23,600,2300600,Female,Other,14,65-69,2.860048137,15
23,800,2300800,Male,Other,12,65-69,3.164907227,32
23,800,2300800,Female,Other,12,75-79,10.23037239,90
23,1000,2301000,Male,Other,12,85+,32.56588642,64
23,100,2300100,Female,Other,14,80-84,15.11879158,13
23,800,2300800,Female,Other,14,65-69,2.860048137,30
23,100,2300100,Male,Other,12,70-74,5.499823433,5
23,900,2300900,Male,Other,12,65-69,3.164907227,46
23,900,2300900,Female,Other,14,75-79,8.322500058,54
23,900,2300900,Female,Other,12,65-69,3.564379297,25
23,400,2300400,Female,Other,12,70-74,6.175212911,28
23,700,2300700,Male,Other,16,80-84,11.14769391,17
23,700,2300700,Female,Other,12,80-84,18.27410738,23
23,800,2300800,Female,Other,18,65-69,1.833980414,25
23,800,2300800,Male,Other,16,65-69,2.031756168,27
23,400,2300400,Male,Other,14,70-74,4.43061433,8
23,400,2300400,Female,Other,12,65-69,3.564379297,9
23,300,2300300,Male,Other,12,65-69,3.164907227,5
23,300,2300300,Female,Other,11,65-69,3.976574418,5
23,600,2300600,Male,Other,14,75-79,7.430859588,14
23,300,2300300,Female,Other,12,75-79,10.23037239,16
23,400,2300400,Female,Other,14,75-79,8.322500058,11
23,400,2300400,Male,Other,14,80-84,13.60709407,10
23,200,2300200,Female,Other,16,70-74,4.008883577,10
23,200,2300200,Male,Other,16,70-74,3.561434185,12
23,300,2300300,Female,Other,12,85+,35.32267164,3
23,300,2300300,Male,Other,9,80-84,21.75939982,2
23,500,2300500,Female,Other,14,65-69,2.860048137,5
23,500,2300500,Male,Other,14,65-69,2.537435845,15
23,600,2300600,Female,Other,19,70-74,2.883558081,16
23,300,2300300,Male,Other,14,65-69,2.537435845,18
23,700,2300700,Male,Other,18,70-74,2.857667742,33
23,700,2300700,Female,Other,16,70-74,4.008883577,30
23,600,2300600,Male,Other,16,70-74,3.561434185,13
23,600,2300600,Female,Other,12,70-74,6.175212911,15
23,100,2300100,Female,Other,0,80-84,46.67207026,4
23,100,2300100,Male,Other,12,75-79,9.154741059,4
23,200,2300200,Male,Other,12,75-79,9.154741059,3
23,200,2300200,Female,Other,12,75-79,10.23037239,5
23,700,2300700,Female,Other,10,85+,40.67403494,29
23,200,2300200,Male,Other,18,80-84,9.086064505,9
23,900,2300900,Male,Other,19,70-74,2.55836372,18
23,300,2300300,Male,Other,16,70-74,3.561434185,7
23,300,2300300,Female,Other,12,65-69,3.564379297,7
23,300,2300300,Male,Other,12,65-69,3.164907227,21
23,100,2300100,Male,Other,16,75-79,6.010117428,2
23,100,2300100,Female,Other,9,65-69,4.941879113,2
23,400,2300400,Male,Other,16,65-69,2.031756168,20
23,400,2300400,Male,Other,14,65-69,2.537435845,21
23,100,2300100,Female,Other,14,70-74,4.981624362,3
23,300,2300300,Male,Other,12,70-74,5.499823433,22
23,300,2300300,Female,Other,12,65-69,3.564379297,24
23,900,2300900,Female,Other,16,65-69,2.291587488,26
23,500,2300500,Female,Other,14,65-69,2.860048137,11
23,300,2300300,Male,Other,14,75-79,7.430859588,4
23,100,2300100,Male,Other,12,85+,32.56588642,24
23,200,2300200,Male,Other,14,65-69,2.537435845,7
23,500,2300500,Female,Other,12,65-69,3.564379297,4
23,500,2300500,Male,Other,12,70-74,5.499823433,4
23,300,2300300,Female,Other,12,80-84,18.27410738,54
23,200,2300200,Female,Other,12,65-69,3.564379297,5
23,100,2300100,Female,Other,12,65-69,3.564379297,9
23,100,2300100,Male,Other,12,65-69,3.164907227,9
23,100,2300100,Female,Other,14,65-69,2.860048137,17
23,100,2300100,Male,Other,18,70-74,2.857667742,18
23,700,2300700,Male,Other,14,70-74,4.43061433,38
23,200,2300200,Female,Other,16,85+,25.73585981,7
23,400,2300400,Male,Other,18,85+,19.6207019,15
23,300,2300300,Male,Other,14,70-74,4.43061433,3
23,300,2300300,Female,Other,14,70-74,4.981624362,3
23,100,2300100,Male,Other,14,75-79,7.430859588,18
23,200,2300200,Male,Black,11,80-84,35.6136783,88
23,100,2300100,Male,Other,14,65-69,2.537435845,31
23,100,2300100,Female,Other,14,65-69,2.860048137,32
23,700,2300700,Female,Other,18,65-69,1.833980414,16
23,1000,2301000,Male,Other,16,65-69,2.031756168,17
23,800,2300800,Female,Other,12,85+,35.32267164,15
23,800,2300800,Male,Other,14,70-74,4.43061433,14
23,800,2300800,Male,Other,14,65-69,2.537435845,14
23,300,2300300,Male,Other,19,65-69,1.453025048,21
23,400,2300400,Female,Other,14,70-74,4.981624362,21
23,600,2300600,Male,Other,14,65-69,2.537435845,12
23,600,2300600,Female,Other,14,65-69,2.860048137,13
23,500,2300500,Female,Other,12,65-69,3.564379297,6
23,500,2300500,Male,Other,12,65-69,3.164907227,9
23,400,2300400,Male,Other,14,70-74,4.43061433,36
23,400,2300400,Female,Other,12,70-74,6.175212911,37
23,400,2300400,Female,Other,12,85+,35.32267164,30
23,300,2300300,Male,Other,12,70-74,5.499823433,6
23,1000,2301000,Male,Other,24,75-79,2.510024256,14
23,1000,2301000,Female,Other,18,70-74,3.219649661,16
23,400,2300400,Female,Other,14,70-74,4.981624362,14
23,400,2300400,Male,Other,12,70-74,5.499823433,14
23,200,2300200,Male,Other,16,65-69,2.031756168,9
23,200,2300200,Female,Other,12,65-69,3.564379297,7
23,200,2300200,Male,Other,12,65-69,3.164907227,35
23,100,2300100,Female,Other,14,80-84,15.11879158,6
23,700,2300700,Female,Other,14,80-84,15.11879158,78
23,800,2300800,Male,Other,14,85+,27.78173331,30
23,800,2300800,Female,Other,16,75-79,6.743700149,27
23,400,2300400,Female,Other,14,85+,30.31559491,25
23,100,2300100,Male,Other,14,75-79,7.430859588,7
23,100,2300100,Female,Other,12,75-79,10.23037239,12
23,400,2300400,Female,Other,16,65-69,2.291587488,43
23,100,2300100,Male,Other,12,65-69,3.164907227,3
23,800,2300800,Male,Other,14,65-69,2.537435845,20
23,200,2300200,Male,Other,12,70-74,5.499823433,10
23,100,2300100,Male,Other,12,75-79,9.154741059,55
23,600,2300600,Male,Other,12,80-84,16.50827556,17
23,1000,2301000,Male,Other,18,75-79,4.846791248,18
23,1000,2301000,Female,Other,18,65-69,1.833980414,21
23,1000,2301000,Female,Other,24,70-74,1.653736722,17
23,500,2300500,Female,Other,12,70-74,6.175212911,3
23,500,2300500,Male,Other,14,75-79,7.430859588,2
23,200,2300200,Male,Other,12,80-84,16.50827556,7
