FIPS,state2,stusab,puma,county,county1,tracta,year,male,female,white,black,asian,hispanic,indigenous,othermulti,65_and_66,67_to_69,70_to_74,75_to_79,80_to_84,85_and_over,65_to_69,total_population,male_proportion,female_proportion,white_proportion,black_proportion,asian_proportion,hispanic_proportion,indigenous_proportion,othermulti_proportion,65_and_66_proportion,67_to_69_proportion,70_to_74_proportion,75_to_79_proportion,80_to_84_proportion,85_and_over_proportion,65_to_69_proportion,alzheimer_probability,GISJOIN,YEAR,STUSAB,STATE,statea1,COUNTY,COUNTYA,tracta1,GEO_ID,TL_GEO_ID,NAME_E,AQ44E035,AQ44E036,AQ44E037,AQ44E038,AQ44E039,AQ44E040,AQ44E041,AQ44E042,AQ44E076,AQ44E077,AQ44E078,AQ44E079,AQ44E080,AQ44E081,AQ44E082,AQ44E083,NAME_M,edu09,edu12,edu14,edu16,edu19,total_edu_population,edu09_pro,edu12_pro,edu14_pro,edu16_pro,edu19_pro,education,percentage
23031024001,23,ME,800,York County,31,24001,2020,205,192,376,1,1,8,1,10,66,85,137,63,26,20,151,397,0.516372796,0.483627204,0.947103275,0.002518892,0.002518892,0.020151134,0.002518892,0.025188917,0.166246851,0.214105793,0.345088161,0.158690176,0.065491184,0.050377834,0.380352645,6.004071743,G2300310024001,2018-2022,ME,Maine,23,York County,31,24001,1400000US23031024001,23031024001,"Census Tract 240.01, York County, Maine",176,0,0,88,71,0,0,17,169,0,0,88,0,27,54,0,"Census Tract 240.01, York County, Maine",0,176,98,54,17,345,0,0.510144928,0.284057971,0.156521739,0.049275362,13.53913043,5.1
23031024002,23,ME,800,York County,31,24002,2020,344,366,690,1,3,1,3,12,107,167,213,117,61,45,274,710,0.484507042,0.515492958,0.971830986,0.001408451,0.004225352,0.001408451,0.004225352,0.016901408,0.150704225,0.235211268,0.3,0.164788732,0.085915493,0.063380282,0.385915493,6.264661515,G2300310024002,2018-2022,ME,Maine,23,York County,31,24002,1400000US23031024002,23031024002,"Census Tract 240.02, York County, Maine",369,0,0,125,47,0,163,34,315,0,0,107,58,120,30,0,"Census Tract 240.02, York County, Maine",0,232,225,193,34,684,0,0.339181287,0.328947368,0.282163743,0.049707602,14.13450292,5.0
23011024101,23,ME,400,Kennebec County,11,24101,2020,325,460,741,2,7,10,6,19,135,147,200,89,87,127,282,785,0.414012739,0.585987261,0.943949045,0.002547771,0.008917197,0.012738854,0.007643312,0.024203822,0.171974522,0.187261146,0.25477707,0.113375796,0.110828025,0.161783439,0.359235669,7.843733874,G2300110024101,2018-2022,ME,Maine,23,Kennebec County,11,24101,1400000US23011024101,23011024101,"Census Tract 241.01, Kennebec County, Maine",266,0,0,63,101,35,17,50,457,0,18,156,167,0,45,71,"Census Tract 241.01, Kennebec County, Maine",0,237,303,62,121,723,0,0.32780083,0.419087137,0.085753804,0.16735823,14.35269711,6.1
23011024102,23,ME,400,Kennebec County,11,24102,2020,326,430,691,8,13,10,9,25,118,148,221,128,73,68,266,756,0.431216931,0.568783069,0.914021164,0.010582011,0.017195767,0.013227513,0.011904762,0.033068783,0.156084656,0.195767196,0.292328042,0.169312169,0.096560847,0.08994709,0.351851852,6.960630673,G2300110024102,2018-2022,ME,Maine,23,Kennebec County,11,24102,1400000US23011024102,23011024102,"Census Tract 241.02, Kennebec County, Maine",339,51,31,153,46,0,19,39,408,0,55,67,129,67,33,57,"Census Tract 241.02, Kennebec County, Maine",51,306,242,52,96,747,0.068273092,0.409638554,0.323962517,0.06961178,0.128514056,13.62115126,5.9
23011024201,23,ME,400,Kennebec County,11,24201,2020,357,482,815,1,5,4,1,13,93,111,191,152,135,157,204,839,0.425506555,0.574493445,0.971394517,0.001191895,0.005959476,0.00476758,0.001191895,0.015494636,0.110846246,0.132300358,0.227651967,0.181168057,0.16090584,0.187127533,0.243146603,9.520131534,G2300110024201,2018-2022,ME,Maine,23,Kennebec County,11,24201,1400000US23011024201,23011024201,"Census Tract 242.01, Kennebec County, Maine",255,9,8,138,4,27,9,60,382,0,0,151,112,39,60,20,"Census Tract 242.01, Kennebec County, Maine",9,297,182,69,80,637,0.014128728,0.466248038,0.285714286,0.108320251,0.125588697,13.84144427,7.9
23011024202,23,ME,400,Kennebec County,11,24202,2020,319,506,804,3,6,5,0,7,57,102,203,146,126,191,159,825,0.386666667,0.613333333,0.974545455,0.003636364,0.007272727,0.006060606,0,0.008484848,0.069090909,0.123636364,0.246060606,0.176969697,0.152727273,0.231515152,0.192727273,10.59033235,G2300110024202,2018-2022,ME,Maine,23,Kennebec County,11,24202,1400000US23011024202,23011024202,"Census Tract 242.02, Kennebec County, Maine",150,0,0,42,0,8,60,40,552,0,80,269,144,30,0,29,"Census Tract 242.02, Kennebec County, Maine",0,391,182,60,69,702,0,0.556980057,0.259259259,0.085470085,0.098290598,13.54843303,9.0
23019024500,23,ME,100,Penobscot County,19,24500,2020,283,265,527,4,8,1,0,8,96,88,146,96,61,61,184,548,0.516423358,0.483576642,0.961678832,0.00729927,0.01459854,0.001824818,0,0.01459854,0.175182482,0.160583942,0.266423358,0.175182482,0.111313869,0.111313869,0.335766423,7.332330257,G2300190024500,2018-2022,ME,Maine,23,Penobscot County,19,24500,1400000US23019024500,23019024500,"Census Tract 245, Penobscot County, Maine",286,26,16,175,25,6,25,13,305,5,5,141,35,19,86,14,"Census Tract 245, Penobscot County, Maine",31,337,85,111,27,591,0.052453469,0.570219966,0.143824027,0.187817259,0.045685279,13.20135364,6.5
23031024501,23,ME,800,York County,31,24501,2020,462,485,917,0,8,3,2,17,147,198,283,169,77,73,345,947,0.487856389,0.512143611,0.968321014,0,0.00844773,0.003167899,0.002111932,0.017951426,0.155227033,0.209081309,0.298838437,0.178458289,0.081309398,0.077085533,0.364308342,6.519542142,G2300310024501,2018-2022,ME,Maine,23,York County,31,24501,1400000US23031024501,23031024501,"Census Tract 245.01, York County, Maine",577,0,20,201,233,53,48,22,531,0,80,226,76,65,11,73,"Census Tract 245.01, York County, Maine",0,527,427,59,95,1108,0,0.475631769,0.385379061,0.053249097,0.085740072,13.583935,5.5
23031024502,23,ME,800,York County,31,24502,2020,152,177,312,0,2,1,1,13,59,64,90,54,31,31,123,329,0.462006079,0.537993921,0.948328267,0,0.006079027,0.003039514,0.003039514,0.039513678,0.179331307,0.194528875,0.273556231,0.164133739,0.094224924,0.094224924,0.373860182,6.778945931,G2300310024502,2018-2022,ME,Maine,23,York County,31,24502,1400000US23031024502,23031024502,"Census Tract 245.02, York County, Maine",206,0,7,96,42,17,24,20,155,0,2,86,15,29,16,7,"Census Tract 245.02, York County, Maine",0,191,103,40,27,361,0,0.529085873,0.28531856,0.110803324,0.074792244,13.53739614,5.8
23011025001,23,ME,400,Kennebec County,11,25001,2020,368,433,780,3,1,4,2,11,120,164,231,120,100,66,284,801,0.459425718,0.540574282,0.973782772,0.003745318,0.001248439,0.004993758,0.002496879,0.013732834,0.149812734,0.20474407,0.288389513,0.149812734,0.124843945,0.082397004,0.354556804,6.909713318,G2300110025001,2018-2022,ME,Maine,23,Kennebec County,11,25001,1400000US23011025001,23011025001,"Census Tract 250.01, Kennebec County, Maine",504,59,7,89,175,13,92,69,441,0,11,215,38,20,69,88,"Census Tract 250.01, Kennebec County, Maine",59,322,246,161,157,945,0.062433862,0.340740741,0.26031746,0.17037037,0.166137566,14.17777776,5.5
23011025002,23,ME,400,Kennebec County,11,25002,2020,184,234,412,0,1,0,1,4,49,79,121,74,54,41,128,418,0.440191388,0.559808612,0.985645933,0,0.002392344,0,0.002392344,0.009569378,0.11722488,0.188995215,0.289473684,0.177033493,0.129186603,0.098086124,0.306220096,7.425486317,G2300110025002,2018-2022,ME,Maine,23,Kennebec County,11,25002,1400000US23011025002,23011025002,"Census Tract 250.02, Kennebec County, Maine",115,5,0,52,29,5,14,10,177,0,0,129,31,11,6,0,"Census Tract 250.02, Kennebec County, Maine",5,181,76,20,10,292,0.017123288,0.619863014,0.260273973,0.068493151,0.034246575,12.98287672,6.7
23031025100,23,ME,900,York County,31,25100,2020,373,399,746,0,5,10,2,9,105,163,215,128,77,84,268,772,0.483160622,0.516839378,0.966321244,0,0.006476684,0.012953368,0.002590674,0.011658031,0.136010363,0.211139896,0.278497409,0.165803109,0.099740933,0.10880829,0.347150259,7.14657734,G2300310025100,2018-2022,ME,Maine,23,York County,31,25100,1400000US23031025100,23031025100,"Census Tract 251, York County, Maine",324,11,13,107,46,54,33,60,317,12,46,62,76,60,37,24,"Census Tract 251, York County, Maine",23,228,236,70,84,641,0.035881435,0.355694228,0.368174727,0.109204368,0.131045242,13.98283932,5.8
23031025203,23,ME,900,York County,31,25203,2020,242,390,599,4,7,8,2,12,91,80,136,136,96,93,171,632,0.382911392,0.617088608,0.94778481,0.006329114,0.011075949,0.012658228,0.003164557,0.018987342,0.143987342,0.126582278,0.215189873,0.215189873,0.151898734,0.147151899,0.27056962,8.86521709,G2300310025203,2018-2022,ME,Maine,23,York County,31,25203,1400000US23031025203,23031025203,"Census Tract 252.03, York County, Maine",229,39,6,51,68,36,6,23,248,32,10,138,33,0,11,24,"Census Tract 252.03, York County, Maine",71,205,137,17,47,477,0.14884696,0.429769392,0.28721174,0.035639413,0.098532495,12.96016772,8.0
23031025204,23,ME,900,York County,31,25204,2020,126,225,313,10,6,7,2,13,26,56,66,61,47,95,82,351,0.358974359,0.641025641,0.891737892,0.028490028,0.017094017,0.01994302,0.005698006,0.037037037,0.074074074,0.15954416,0.188034188,0.173789174,0.133903134,0.270655271,0.233618234,11.25380686,G2300310025204,2018-2022,ME,Maine,23,York County,31,25204,1400000US23031025204,23031025204,"Census Tract 252.04, York County, Maine",149,23,0,38,13,20,43,12,149,28,24,72,21,0,0,4,"Census Tract 252.04, York County, Maine",51,134,54,43,16,298,0.17114094,0.44966443,0.181208054,0.144295302,0.053691275,12.80201343,10.4
23031025205,23,ME,900,York County,31,25205,2020,234,338,525,11,14,6,1,15,81,106,145,100,77,63,187,572,0.409090909,0.590909091,0.917832168,0.019230769,0.024475524,0.01048951,0.001748252,0.026223776,0.141608392,0.185314685,0.253496503,0.174825175,0.134615385,0.11013986,0.326923077,7.749075124,G2300310025205,2018-2022,ME,Maine,23,York County,31,25205,1400000US23031025205,23031025205,"Census Tract 252.05, York County, Maine",243,25,13,57,27,72,16,33,396,10,129,153,30,14,3,57,"Census Tract 252.05, York County, Maine",35,352,143,19,90,639,0.054773083,0.55086072,0.223787167,0.029733959,0.14084507,13.3881064,6.7
23031025206,23,ME,900,York County,31,25206,2020,259,267,491,9,2,3,4,17,111,104,142,94,42,33,215,526,0.492395437,0.507604563,0.933460076,0.017110266,0.003802281,0.005703422,0.007604563,0.032319392,0.211026616,0.197718631,0.269961977,0.178707224,0.079847909,0.062737643,0.408745247,6.27311421,G2300310025206,2018-2022,ME,Maine,23,York County,31,25206,1400000US23031025206,23031025206,"Census Tract 252.06, York County, Maine",122,0,8,49,33,16,0,16,348,36,0,177,90,14,14,17,"Census Tract 252.06, York County, Maine",36,234,153,14,33,470,0.076595745,0.49787234,0.325531915,0.029787234,0.070212766,13.03191489,5.6
23031025300,23,ME,900,York County,31,25300,2020,367,447,792,2,6,4,1,9,115,135,223,135,86,120,250,814,0.450859951,0.549140049,0.972972973,0.002457002,0.007371007,0.004914005,0.001228501,0.011056511,0.141277641,0.165847666,0.273955774,0.165847666,0.105651106,0.147420147,0.307125307,7.940028665,G2300310025300,2018-2022,ME,Maine,23,York County,31,25300,1400000US23031025300,23031025300,"Census Tract 253, York County, Maine",294,28,21,109,23,46,35,32,343,29,14,121,74,0,48,57,"Census Tract 253, York County, Maine",57,265,143,83,89,637,0.089481947,0.416012559,0.224489796,0.130298273,0.139717425,13.67974882,6.7
23031025400,23,ME,900,York County,31,25400,2020,234,237,465,0,2,2,0,2,74,93,114,91,59,40,167,471,0.496815287,0.503184713,0.987261146,0,0.004246285,0.004246285,0,0.004246285,0.157112527,0.197452229,0.242038217,0.193205945,0.125265393,0.08492569,0.354564756,7.047649915,G2300310025400,2018-2022,ME,Maine,23,York County,31,25400,1400000US23031025400,23031025400,"Census Tract 254, York County, Maine",377,11,0,60,112,6,84,104,294,0,0,52,36,94,67,45,"Census Tract 254, York County, Maine",11,112,248,151,149,671,0.016393443,0.166915052,0.369597615,0.225037258,0.222056632,15.14456036,5.0
23019025500,23,ME,100,Penobscot County,19,25500,2020,228,208,424,0,1,2,2,7,60,95,111,77,44,49,155,436,0.52293578,0.47706422,0.972477064,0,0.002293578,0.004587156,0.004587156,0.016055046,0.137614679,0.217889908,0.254587156,0.176605505,0.100917431,0.112385321,0.355504587,7.150831383,G2300190025500,2018-2022,ME,Maine,23,Penobscot County,19,25500,1400000US23019025500,23019025500,"Census Tract 255, Penobscot County, Maine",212,24,13,109,25,13,27,1,163,8,12,82,42,4,12,3,"Census Tract 255, Penobscot County, Maine",32,216,84,39,4,375,0.085333333,0.576,0.224,0.104,0.010666667,12.68266667,6.7
23031026000,23,ME,800,York County,31,26000,2020,401,424,787,2,1,7,1,27,137,184,237,142,74,51,321,825,0.486060606,0.513939394,0.953939394,0.002424242,0.001212121,0.008484848,0.001212121,0.032727273,0.166060606,0.223030303,0.287272727,0.172121212,0.08969697,0.061818182,0.389090909,6.312566019,G2300310026000,2018-2022,ME,Maine,23,York County,31,26000,1400000US23031026000,23031026000,"Census Tract 260, York County, Maine",320,11,8,62,26,87,64,62,381,14,34,134,58,39,69,33,"Census Tract 260, York County, Maine",25,238,210,133,95,701,0.035663338,0.339514979,0.29957204,0.189728959,0.135520685,14.19971471,5.0
23019026500,23,ME,100,Penobscot County,19,26500,2020,244,238,476,0,1,0,0,5,83,95,123,86,57,38,178,482,0.506224066,0.493775934,0.987551867,0,0.002074689,0,0,0.010373444,0.17219917,0.197095436,0.255186722,0.178423237,0.118257261,0.078838174,0.369294606,6.780260437,G2300190026500,2018-2022,ME,Maine,23,Penobscot County,19,26500,1400000US23019026500,23019026500,"Census Tract 265, Penobscot County, Maine",199,9,12,94,41,8,29,6,202,4,19,111,40,10,0,18,"Census Tract 265, Penobscot County, Maine",13,236,99,29,24,401,0.032418953,0.588528678,0.246882793,0.072319202,0.059850374,13.10473815,6.0
23019027000,23,ME,100,Penobscot County,19,27000,2020,548,633,1150,1,4,8,1,17,155,218,312,194,155,147,373,1181,0.464013548,0.535986452,0.973751058,0.00084674,0.00338696,0.00677392,0.00084674,0.014394581,0.131244708,0.184589331,0.264182896,0.16426757,0.131244708,0.124470787,0.315834039,7.757594384,G2300190027000,2018-2022,ME,Maine,23,Penobscot County,19,27000,1400000US23019027000,23019027000,"Census Tract 270, Penobscot County, Maine",816,66,18,429,101,15,173,14,833,21,72,250,158,76,190,66,"Census Tract 270, Penobscot County, Maine",87,769,350,363,80,1649,0.052759248,0.466343238,0.212249848,0.220133414,0.048514251,13.48635535,6.6
23019027000,23,ME,100,Penobscot County,19,27000,2020,548,633,1150,1,4,8,1,17,155,218,312,194,155,147,373,1181,0.464013548,0.535986452,0.973751058,0.00084674,0.00338696,0.00677392,0.00084674,0.014394581,0.131244708,0.184589331,0.264182896,0.16426757,0.131244708,0.124470787,0.315834039,7.757594384,G2300310027000,2018-2022,ME,Maine,23,York County,31,27000,1400000US23031027000,23031027000,"Census Tract 270, York County, Maine",703,2,10,129,97,38,129,298,507,0,0,110,68,39,170,120,"Census Tract 270, York County, Maine",2,249,242,299,418,1210,0.001652893,0.205785124,0.2,0.247107438,0.345454545,15.80165289,5.2
23031027000,23,ME,800,York County,31,27000,2020,565,623,1165,0,1,7,0,15,159,221,316,252,143,97,380,1188,0.475589226,0.524410774,0.980639731,0,0.000841751,0.005892256,0,0.012626263,0.133838384,0.186026936,0.265993266,0.212121212,0.12037037,0.081649832,0.31986532,7.186470528,G2300190027000,2018-2022,ME,Maine,23,Penobscot County,19,27000,1400000US23019027000,23019027000,"Census Tract 270, Penobscot County, Maine",816,66,18,429,101,15,173,14,833,21,72,250,158,76,190,66,"Census Tract 270, Penobscot County, Maine",87,769,350,363,80,1649,0.052759248,0.466343238,0.212249848,0.220133414,0.048514251,13.48635535,6.1
23031027000,23,ME,800,York County,31,27000,2020,565,623,1165,0,1,7,0,15,159,221,316,252,143,97,380,1188,0.475589226,0.524410774,0.980639731,0,0.000841751,0.005892256,0,0.012626263,0.133838384,0.186026936,0.265993266,0.212121212,0.12037037,0.081649832,0.31986532,7.186470528,G2300310027000,2018-2022,ME,Maine,23,York County,31,27000,1400000US23031027000,23031027000,"Census Tract 270, York County, Maine",703,2,10,129,97,38,129,298,507,0,0,110,68,39,170,120,"Census Tract 270, York County, Maine",2,249,242,299,418,1210,0.001652893,0.205785124,0.2,0.247107438,0.345454545,15.80165289,4.8
23019028000,23,ME,100,Penobscot County,19,28000,2020,148,175,315,0,0,1,2,5,46,54,98,55,42,28,100,323,0.458204334,0.541795666,0.975232198,0,0,0.003095975,0.00619195,0.015479876,0.142414861,0.167182663,0.303405573,0.170278638,0.13003096,0.086687307,0.309597523,7.226815648,G2300190028000,2018-2022,ME,Maine,23,Penobscot County,19,28000,1400000US23019028000,23019028000,"Census Tract 280, Penobscot County, Maine",216,3,13,99,8,59,31,3,186,0,10,78,55,17,8,18,"Census Tract 280, Penobscot County, Maine",3,200,139,39,21,402,0.007462687,0.497512438,0.345771144,0.097014925,0.052238806,13.42288557,6.2
23031028001,23,ME,800,York County,31,28001,2020,292,272,549,0,2,1,1,11,90,145,166,77,46,40,235,564,0.517730496,0.482269504,0.973404255,0,0.003546099,0.00177305,0.00177305,0.019503546,0.159574468,0.257092199,0.294326241,0.136524823,0.081560284,0.070921986,0.416666667,6.103363173,G2300310028001,2018-2022,ME,Maine,23,York County,31,28001,1400000US23031028001,23031028001,"Census Tract 280.01, York County, Maine",205,2,0,94,29,0,55,25,385,0,8,254,56,12,27,28,"Census Tract 280.01, York County, Maine",2,356,97,82,53,590,0.003389831,0.603389831,0.16440678,0.138983051,0.089830508,13.50338984,5.2
23031028003,23,ME,800,York County,31,28003,2020,610,969,1540,1,12,7,2,17,129,231,403,278,236,302,360,1579,0.386320456,0.613679544,0.975300823,0.000633312,0.007599747,0.004433186,0.001266624,0.010766308,0.081697277,0.146295123,0.255224826,0.176060798,0.149461685,0.191260291,0.2279924,9.561682228,G2300310028003,2018-2022,ME,Maine,23,York County,31,28003,1400000US23031028003,23031028003,"Census Tract 280.03, York County, Maine",764,0,10,116,136,25,172,305,942,13,39,228,172,128,163,199,"Census Tract 280.03, York County, Maine",13,393,461,335,504,1706,0.007620164,0.230363423,0.270222743,0.196365768,0.295427902,15.37104338,6.7
23031028004,23,ME,800,York County,31,28004,2020,494,715,1184,1,9,6,0,9,133,176,318,233,162,187,309,1209,0.408602151,0.591397849,0.979321754,0.00082713,0.007444169,0.004962779,0,0.007444169,0.110008271,0.145574855,0.263027295,0.192721257,0.133995037,0.154673284,0.255583127,8.688435684,G2300310028004,2018-2022,ME,Maine,23,York County,31,28004,1400000US23031028004,23031028004,"Census Tract 280.04, York County, Maine",588,0,0,82,125,0,197,184,837,2,16,127,335,29,153,175,"Census Tract 280.04, York County, Maine",2,225,489,350,359,1425,0.001403509,0.157894737,0.343157895,0.245614035,0.251929825,15.42807019,6.1
23019028500,23,ME,100,Penobscot County,19,28500,2020,146,183,325,0,0,2,1,1,29,60,81,68,44,47,89,329,0.443768997,0.556231003,0.987841945,0,0,0.006079027,0.003039514,0.003039514,0.088145897,0.182370821,0.246200608,0.20668693,0.133738602,0.142857143,0.270516717,8.447660573,G2300190028500,2018-2022,ME,Maine,23,Penobscot County,19,28500,1400000US23019028500,23019028500,"Census Tract 285, Penobscot County, Maine",99,15,29,47,7,1,0,0,179,0,21,108,23,7,20,0,"Census Tract 285, Penobscot County, Maine",15,205,38,20,0,278,0.053956835,0.737410072,0.136690647,0.071942446,0,12.39928057,8.1
23019029000,23,ME,100,Penobscot County,19,29000,2020,268,249,509,0,2,0,1,5,83,95,163,92,51,33,178,517,0.518375242,0.481624758,0.984526112,0,0.003868472,0,0.001934236,0.00967118,0.160541586,0.183752418,0.315280464,0.17794971,0.098646035,0.063829787,0.344294004,6.513041013,G2300190029000,2018-2022,ME,Maine,23,Penobscot County,19,29000,1400000US23019029000,23019029000,"Census Tract 290, Penobscot County, Maine",279,15,8,102,56,33,54,11,271,31,20,84,54,31,33,18,"Census Tract 290, Penobscot County, Maine",46,214,174,87,29,550,0.083636364,0.389090909,0.316363636,0.158181818,0.052727273,13.38363636,5.6
23019029000,23,ME,100,Penobscot County,19,29000,2020,268,249,509,0,2,0,1,5,83,95,163,92,51,33,178,517,0.518375242,0.481624758,0.984526112,0,0.003868472,0,0.001934236,0.00967118,0.160541586,0.183752418,0.315280464,0.17794971,0.098646035,0.063829787,0.344294004,6.513041013,G2300310029000,2018-2022,ME,Maine,23,York County,31,29000,1400000US23031029000,23031029000,"Census Tract 290, York County, Maine",331,42,0,140,91,16,9,33,333,0,37,225,26,0,45,0,"Census Tract 290, York County, Maine",42,402,133,54,33,664,0.063253012,0.605421687,0.200301205,0.081325301,0.049698795,12.88403614,5.9
23031029000,23,ME,800,York County,31,29000,2020,388,432,796,3,3,1,2,15,98,160,229,152,88,93,258,820,0.473170732,0.526829268,0.970731707,0.003658537,0.003658537,0.001219512,0.002439024,0.018292683,0.119512195,0.195121951,0.279268293,0.185365854,0.107317073,0.113414634,0.314634146,7.462468512,G2300190029000,2018-2022,ME,Maine,23,Penobscot County,19,29000,1400000US23019029000,23019029000,"Census Tract 290, Penobscot County, Maine",279,15,8,102,56,33,54,11,271,31,20,84,54,31,33,18,"Census Tract 290, Penobscot County, Maine",46,214,174,87,29,550,0.083636364,0.389090909,0.316363636,0.158181818,0.052727273,13.38363636,6.4
23031029000,23,ME,800,York County,31,29000,2020,388,432,796,3,3,1,2,15,98,160,229,152,88,93,258,820,0.473170732,0.526829268,0.970731707,0.003658537,0.003658537,0.001219512,0.002439024,0.018292683,0.119512195,0.195121951,0.279268293,0.185365854,0.107317073,0.113414634,0.314634146,7.462468512,G2300310029000,2018-2022,ME,Maine,23,York County,31,29000,1400000US23031029000,23031029000,"Census Tract 290, York County, Maine",331,42,0,140,91,16,9,33,333,0,37,225,26,0,45,0,"Census Tract 290, York County, Maine",42,402,133,54,33,664,0.063253012,0.605421687,0.200301205,0.081325301,0.049698795,12.88403614,6.8
23019030000,23,ME,100,Penobscot County,19,30000,2020,647,697,1319,0,0,4,7,14,154,269,323,238,186,174,423,1344,0.48139881,0.51860119,0.98139881,0,0,0.00297619,0.005208333,0.010416667,0.114583333,0.20014881,0.240327381,0.177083333,0.138392857,0.129464286,0.314732143,7.916388324,G2300190030000,2018-2022,ME,Maine,23,Penobscot County,19,30000,1400000US23019030000,23019030000,"Census Tract 300, Penobscot County, Maine",657,0,11,323,109,135,25,54,901,35,124,365,145,16,116,100,"Census Tract 300, Penobscot County, Maine",35,823,405,141,154,1558,0.022464698,0.528241335,0.259948652,0.090500642,0.098844673,13.50641849,6.8
23001030100,23,ME,600,Androscoggin County,1,30100,2020,521,703,1205,3,0,1,1,14,128,182,333,192,167,222,310,1224,0.425653595,0.574346405,0.984477124,0.00245098,0,0.000816993,0.000816993,0.011437908,0.104575163,0.14869281,0.272058824,0.156862745,0.136437908,0.181372549,0.253267974,8.996722887,G2300010030100,2018-2022,ME,Maine,23,Androscoggin County,1,30100,1400000US23001030100,23001030100,"Census Tract 301, Androscoggin County, Maine",265,17,0,167,36,26,0,19,445,52,72,243,48,19,0,11,"Census Tract 301, Androscoggin County, Maine",69,482,129,0,30,710,0.097183099,0.678873239,0.181690141,0,0.042253521,12.36760563,8.7
23031030101,23,ME,800,York County,31,30101,2020,174,216,378,1,1,4,2,4,67,77,106,61,32,47,144,390,0.446153846,0.553846154,0.969230769,0.002564103,0.002564103,0.01025641,0.005128205,0.01025641,0.171794872,0.197435897,0.271794872,0.156410256,0.082051282,0.120512821,0.369230769,7.084814955,G2300310030101,2018-2022,ME,Maine,23,York County,31,30101,1400000US23031030101,23031030101,"Census Tract 301.01, York County, Maine",365,0,22,69,39,41,162,32,201,0,0,88,13,34,31,35,"Census Tract 301.01, York County, Maine",0,179,127,193,67,566,0,0.316254417,0.224381625,0.340989399,0.118374558,14.64134274,5.3
23031030102,23,ME,800,York County,31,30102,2020,180,248,411,0,3,5,1,8,61,73,103,90,45,56,134,428,0.420560748,0.579439252,0.960280374,0,0.007009346,0.011682243,0.002336449,0.018691589,0.142523364,0.170560748,0.240654206,0.210280374,0.105140187,0.130841121,0.313084112,7.870406858,G2300310030102,2018-2022,ME,Maine,23,York County,31,30102,1400000US23031030102,23031030102,"Census Tract 301.02, York County, Maine",160,0,18,50,13,49,7,23,232,32,24,99,14,8,49,6,"Census Tract 301.02, York County, Maine",32,191,84,56,29,392,0.081632653,0.487244898,0.214285714,0.142857143,0.073979592,13.27295919,6.9
23001030200,23,ME,600,Androscoggin County,1,30200,2020,348,405,722,2,0,6,1,22,103,143,196,149,91,71,246,753,0.462151394,0.537848606,0.958831341,0.002656042,0,0.007968127,0.001328021,0.029216467,0.136786189,0.189907039,0.260292165,0.197875166,0.120849934,0.094289509,0.326693227,7.326393983,G2300010030200,2018-2022,ME,Maine,23,Androscoggin County,1,30200,1400000US23001030200,23001030200,"Census Tract 302, Androscoggin County, Maine",367,0,6,144,94,39,84,0,359,7,5,127,127,68,18,7,"Census Tract 302, Androscoggin County, Maine",7,282,328,102,7,726,0.009641873,0.388429752,0.451790634,0.140495868,0.009641873,13.50413223,6.2
23031030201,23,ME,800,York County,31,30201,2020,329,393,683,1,6,12,1,19,100,152,180,120,72,98,252,722,0.45567867,0.54432133,0.94598338,0.001385042,0.008310249,0.016620499,0.001385042,0.026315789,0.138504155,0.210526316,0.249307479,0.166204986,0.099722992,0.135734072,0.349030471,7.57431037,G2300310030201,2018-2022,ME,Maine,23,York County,31,30201,1400000US23031030201,23031030201,"Census Tract 302.01, York County, Maine",361,37,25,136,61,63,20,19,300,16,54,104,85,10,12,19,"Census Tract 302.01, York County, Maine",53,319,219,32,38,661,0.080181543,0.482602118,0.331316188,0.048411498,0.057488654,13.01815433,6.8
23031030203,23,ME,800,York County,31,30203,2020,282,351,576,2,24,8,3,20,98,135,185,83,73,59,233,633,0.44549763,0.55450237,0.909952607,0.003159558,0.037914692,0.012638231,0.004739336,0.031595577,0.154818325,0.213270142,0.292259084,0.131121643,0.115323855,0.093206951,0.368088468,6.90025072,G2300310030203,2018-2022,ME,Maine,23,York County,31,30203,1400000US23031030203,23031030203,"Census Tract 302.03, York County, Maine",297,20,2,35,54,31,74,81,363,5,6,149,97,6,86,14,"Census Tract 302.03, York County, Maine",25,192,188,160,95,660,0.037878788,0.290909091,0.284848485,0.242424242,0.143939394,14.43333333,5.3
23031030204,23,ME,800,York County,31,30204,2020,145,231,355,3,0,3,2,13,50,74,85,61,34,72,124,376,0.385638298,0.614361702,0.944148936,0.007978723,0,0.007978723,0.005319149,0.034574468,0.132978723,0.196808511,0.22606383,0.162234043,0.090425532,0.191489362,0.329787234,8.500570425,G2300310030204,2018-2022,ME,Maine,23,York County,31,30204,1400000US23031030204,23031030204,"Census Tract 302.04, York County, Maine",84,4,4,39,18,0,19,0,272,42,13,131,42,21,15,8,"Census Tract 302.04, York County, Maine",46,187,81,34,8,356,0.129213483,0.525280899,0.22752809,0.095505618,0.02247191,12.60674157,8.0
